20 20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	10	10
50	70	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
0	0	0	0	0	0	50	50	50	0	0	0	0	0	0	0	0	0	10	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	80	0	0	0
0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	80	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	100	0	40	40	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	40	40	0	0	400	0	0	0	0	200	0	0	70	0	70	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	70	0	70	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	20	30	40	0	0	100	100	100	100	0	0	0	0	0	50
